account_id,segment,subscription_type,plan_tier,tenure_months,mrr,bundles_contracted,extra_users,renewal_due_days,subscription_status,renewed_last_quarter,renewal_intent,in_grace_period,login_count_30d,tool_activity_score,usage_change_vs_prev_quarter,feature_adoption_score,key_reports_used_30d,days_since_last_login,emails_with_csm_30d,csm_meetings_last_quarter,strategic_review_done,success_plan_active,tickets_last_quarter,reopened_tickets,avg_resolution_days,csat_support,sentiment_csm,sentiment_support,feedback_count_90d,feature_requests_count_90d,data_recalculation_requests_90d,critical_feedback_count_90d,unresolved_feedback_count,avg_unresolved_feedback_age_days,roadmap_alignment_score,feedback_sentiment_score,competitor_mentioned_in_feedback,feedback_linked_to_renewal,bugs_reported_90d,critical_bugs_reported_90d,open_bugs_count,stuck_bugs_count,avg_bug_resolution_days,oldest_open_bug_days,bug_reopen_count,data_accuracy_bug_flag,workaround_available_flag,bug_sentiment_score,bug_linked_to_renewal_flag,churn_label
ACC-00089,SMB,Monthly,Enterprise,24,365.54,3,95,365,Active,0,negative,0,21,45.4,-34.1,34.8,12,30,0,0,1,0,6,1,6.5,3.4,0.36,0.18,2,0,1,0,0,0.0,100,0.54,0,0,4,0,2,1,6.9,66,1,1,0,-0.87,0,0
ACC-00090,Mid-Market,Annual,Business,7,1098.0,3,26,51,Active,1,neutral,0,70,100,39.6,100,24,0,0,1,0,0,6,0,3.8,3.6,0.71,0.02,4,4,3,0,1,74.4,48.3,0.23,0,1,4,2,1,0,14.1,28,1,0,0,0.2,0,0
ACC-00091,Mid-Market,Custom,Business,33,869.89,4,0,15,Renewal Pending,1,negative,0,32,74.8,5.9,64.7,14,20,8,1,1,0,5,0,3.3,4.3,0.77,-0.07,5,1,1,5,2,77.1,26.6,0.31,1,0,1,0,0,0,6.4,0,0,0,0,0.2,0,0
ACC-00092,Mid-Market,Annual,Pro,7,658.0,1,5,56,Grace Period,0,negative,1,28,58.8,-3.2,68.9,15,31,4,1,0,0,4,2,3.8,3.1,0.24,-0.32,1,1,1,0,0,0.0,66.6,0.53,0,1,5,1,2,0,13.6,56,0,0,0,0.25,0,1
ACC-00093,Enterprise,Annual,Enterprise,35,13084.5,6,0,242,Grace Period,1,negative,1,27,69.4,-43.5,54.4,16,27,6,1,0,1,3,0,1.4,4.6,0.4,-0.18,1,1,1,1,0,0.0,46.3,0.34,0,0,0,0,0,0,0.0,0,0,0,1,-0.07,0,0
ACC-00094,SMB,Monthly,Starter,21,227.56,2,0,130,Grace Period,0,neutral,1,40,59.6,41.5,65.9,23,3,1,2,0,1,0,0,0.2,4.8,0.66,0.11,1,1,0,0,0,0.0,95.2,0.67,1,0,0,0,0,0,0.0,0,0,1,1,-0.09,0,0
ACC-00095,SMB,Annual,Pro,18,276.17,1,0,232,Active,1,neutral,0,29,67.4,7.5,59.5,15,25,2,1,1,0,5,0,0.2,4.0,-0.48,0.43,5,0,0,1,3,118.9,36.2,-0.53,0,0,2,0,0,0,0.5,0,0,0,0,0.25,0,0
ACC-00096,SMB,Monthly,Starter,2,204.51,4,4,102,Active,1,neutral,0,38,65.6,-11.1,56.1,17,27,1,0,0,0,1,1,7.5,4.1,0.4,-0.39,5,2,1,1,1,24.9,63.3,0.31,0,1,0,0,0,0,0.0,0,0,0,1,0.21,0,0
ACC-00097,SMB,Monthly,Pro,10,103.94,2,3,192,Active,1,neutral,0,38,73.4,-18.4,55.6,11,3,1,0,0,1,6,0,3.3,3.6,0.63,-0.46,4,0,3,0,1,41.4,39.5,0.01,0,0,1,0,0,0,0.5,0,0,0,1,-0.03,0,0
ACC-00098,Mid-Market,Annual,Enterprise,24,1279.94,4,0,7,Renewal Pending,0,negative,0,13,24.2,-53.2,15.5,5,40,7,3,0,1,1,1,10.2,3.6,0.71,-0.35,3,3,0,0,0,0.0,87.7,0.39,0,0,4,1,2,1,11.1,80,3,0,1,-0.23,0,0
ACC-00099,SMB,Custom,Business,6,87.7,2,0,180,Active,0,neutral,0,23,52.7,-13.0,22.0,5,33,1,1,0,1,2,0,5.5,3.9,0.55,0.0,2,1,0,0,0,0.0,72.7,0.66,0,0,2,0,1,0,0.5,66,0,1,1,-0.55,0,0
ACC-00100,SMB,Monthly,Pro,14,61.77,2,1,50,Grace Period,1,negative,1,42,61.2,-9.0,22.4,11,24,6,1,0,0,3,1,6.9,3.4,0.2,-0.08,4,3,3,0,2,97.0,51.7,0.23,1,0,5,1,2,1,6.1,74,0,0,1,-0.65,0,0
ACC-00101,SMB,Monthly,Pro,6,99.85,3,2,281,Grace Period,0,negative,1,27,42.8,-26.7,4.3,12,26,3,0,1,1,3,0,4.3,4.7,0.09,-0.58,4,0,0,0,1,30.8,61.6,0.18,0,0,5,1,2,1,6.4,107,0,0,1,-0.52,0,1
ACC-00102,SMB,Annual,Pro,9,67.52,2,3,128,Active,1,neutral,0,43,63.2,23.2,70.6,14,18,1,0,0,0,4,1,2.4,4.6,0.46,0.16,6,1,1,0,2,61.8,60.6,0.54,0,0,0,0,0,0,0.0,0,0,0,1,0.45,0,0
ACC-00103,SMB,Monthly,Starter,29,179.37,1,1,11,Grace Period,0,negative,1,27,57.5,-51.6,47.1,10,14,2,1,1,1,5,0,4.4,4.5,0.69,0.11,1,1,1,0,0,0.0,91.6,0.28,0,0,1,1,0,0,6.1,0,0,0,0,-0.45,0,0
ACC-00104,SMB,Monthly,Starter,7,72.55,1,2,15,Renewal Pending,1,neutral,0,60,91.9,28.5,70.4,11,15,2,2,0,0,1,1,2.8,3.2,0.31,-0.13,3,2,1,2,1,71.2,56.0,0.2,0,1,2,1,1,0,13.9,40,0,0,0,-0.42,0,0
ACC-00105,SMB,Monthly,Starter,28,149.64,2,4,110,Active,1,negative,0,51,76.0,-8.2,70.7,17,14,4,1,0,0,6,2,5.7,2.5,0.93,-0.16,1,1,1,1,0,0.0,54.4,-0.12,1,1,4,1,1,0,0.5,66,0,0,1,0.38,1,1
ACC-00106,Mid-Market,Custom,Business,31,778.21,3,14,59,Grace Period,1,negative,1,31,31.1,-17.1,42.3,13,18,3,1,1,0,1,0,7.5,4.4,0.47,0.04,7,1,1,0,3,99.2,56.3,-0.17,0,0,4,0,1,0,2.8,49,0,0,0,0.62,0,0
ACC-00107,Mid-Market,Annual,Pro,14,783.56,1,2,84,Active,1,positive,0,46,83.7,-17.3,85.8,22,2,2,1,1,0,1,0,1.7,4.0,0.51,0.41,4,0,1,0,1,62.0,71.9,0.35,0,0,0,0,0,0,0.0,0,0,0,1,0.24,0,0
ACC-00108,SMB,Annual,Starter,35,479.73,1,3,360,Grace Period,0,negative,1,15,7.2,-85,29.6,4,39,0,0,0,0,3,3,4.5,4.1,0.48,-0.01,3,2,3,0,1,44.2,44.6,0.05,0,1,4,0,1,0,0.9,26,0,0,1,0.23,0,1
ACC-00109,SMB,Annual,Pro,24,86.86,2,0,53,Active,0,positive,0,54,62.0,21.7,93.7,13,18,0,1,0,0,0,0,6.0,4.4,0.09,-0.33,0,0,0,0,0,0.0,56.3,0.85,0,0,3,0,1,0,1.6,42,0,0,1,0.06,0,0
ACC-00110,Mid-Market,Annual,Starter,20,380.76,2,1,1,Renewal Pending,0,negative,0,28,51.1,-13.8,58.0,13,15,5,0,0,0,5,0,2.0,4.3,0.18,0.47,3,3,0,0,1,31.7,56.2,0.3,0,0,0,0,0,0,0.0,0,0,0,1,-0.3,0,0
ACC-00111,Mid-Market,Annual,Business,7,676.44,3,28,3,Grace Period,0,negative,1,32,58.8,16.7,62.0,11,18,4,1,0,0,2,0,2.1,4.2,0.52,0.15,3,3,0,0,1,46.4,59.8,0.64,1,0,3,0,1,0,7.7,14,1,0,1,-0.33,1,1
ACC-00112,SMB,Custom,Starter,10,164.6,1,3,8,Grace Period,1,negative,1,36,56.2,-23.6,33.0,20,15,5,1,0,1,4,3,8.0,4.2,0.53,-0.31,1,1,0,1,0,0.0,73.3,0.74,0,0,1,0,0,0,9.7,0,1,0,1,-0.07,1,0
ACC-00113,Mid-Market,Annual,Enterprise,9,1287.84,5,48,15,Renewal Pending,1,neutral,0,35,49.3,0.1,61.6,13,8,6,8,0,1,1,0,1.7,4.2,-0.03,0.61,4,1,0,1,1,41.3,76.5,0.41,0,0,2,0,0,0,7.7,0,0,0,1,0.1,0,0
ACC-00114,Mid-Market,Annual,Enterprise,29,1846.96,6,28,122,Active,0,positive,0,54,95.6,52.9,96.3,19,2,3,0,1,0,1,0,4.1,4.3,0.19,0.32,0,0,0,0,0,0.0,66.4,0.52,0,0,3,0,1,0,0.5,19,0,0,1,0.61,0,0
ACC-00115,Mid-Market,Annual,Business,37,704.2,5,18,101,Active,0,negative,0,23,53.6,-5.7,30.3,14,38,6,3,0,1,5,0,0.2,4.0,0.3,-0.1,4,2,1,0,1,55.2,53.4,-0.03,0,0,1,0,0,0,0.5,0,0,0,1,-0.32,0,0
ACC-00116,Mid-Market,Monthly,Business,2,911.54,3,34,22,Renewal Pending,1,negative,0,29,59.1,10.1,30.4,13,16,5,1,0,1,7,0,3.6,4.7,0.52,0.31,2,1,2,0,0,0.0,66.3,0.5,0,0,2,0,1,0,10.4,28,2,0,0,-0.5,0,0
ACC-00117,Mid-Market,Monthly,Pro,11,1074.88,3,1,302,Active,0,neutral,0,60,85.5,10.7,76.2,25,21,4,2,0,0,2,0,0.2,4.6,0.7,-0.2,5,5,1,1,3,96.6,71.3,-0.24,0,0,2,0,0,0,1.1,0,0,0,1,0.46,0,0
ACC-00118,SMB,Annual,Starter,3,405.28,1,1,171,Active,1,negative,0,11,31.8,-11.2,34.3,6,20,2,2,0,1,2,0,4.2,3.7,0.68,-0.1,2,1,0,0,0,0.0,83.3,0.52,0,0,3,0,1,0,4.9,50,1,0,1,-0.7,0,0
ACC-00119,Mid-Market,Annual,Business,47,1590.43,3,14,104,Active,0,neutral,0,29,44.8,-41.2,31.3,15,33,0,3,1,0,2,2,8.9,3.3,0.36,-0.23,1,1,1,0,0,0.0,72.9,0.93,0,0,2,0,1,0,8.1,30,0,1,0,-0.31,0,0
ACC-00120,Mid-Market,Annual,Starter,31,854.46,2,0,27,Grace Period,0,neutral,1,49,87.8,4.7,74.4,17,7,3,1,1,0,4,0,0.2,3.4,0.19,0.18,6,6,0,0,3,83.1,89.7,0.04,0,0,9,0,2,0,0.5,56,0,0,0,-0.39,0,0
ACC-00121,SMB,Monthly,Pro,16,296.11,3,7,9,Renewal Pending,1,neutral,0,43,100,63.6,64.6,22,19,5,4,0,0,4,1,5.0,3.2,0.75,-0.27,1,1,0,1,0,0.0,57.7,0.53,1,1,1,0,0,0,10.5,0,0,1,0,-0.17,0,0
ACC-00122,Mid-Market,Annual,Business,2,756.61,2,16,30,Renewal Pending,0,negative,0,24,44.9,26.7,46.4,11,24,7,0,0,1,3,1,4.3,4.1,-0.29,0.19,0,0,0,0,0,0.0,74.4,0.7,0,0,1,1,0,0,3.4,0,0,0,1,0.27,0,0
ACC-00123,SMB,Annual,Starter,10,312.33,1,2,18,Renewal Pending,0,negative,0,22,35.6,-46.0,34.3,6,33,5,1,0,0,5,1,5.7,3.5,0.92,0.05,5,2,1,1,2,86.4,73.2,0.59,1,0,8,0,3,1,14.4,103,0,0,0,-0.67,0,1
ACC-00124,SMB,Annual,Pro,13,427.74,2,1,4,Renewal Pending,0,neutral,0,53,94.3,12.7,57.9,24,14,3,3,0,0,2,0,1.4,4.5,0.04,0.9,2,0,0,2,1,57.4,49.6,-0.09,0,0,2,0,0,0,0.5,0,0,0,1,0.33,0,0
ACC-00125,SMB,Annual,Starter,36,140.42,1,0,272,Active,0,positive,0,55,100,65.4,73.8,19,0,3,1,1,0,3,1,3.7,3.3,0.26,-0.23,2,1,1,1,1,28.4,71.6,0.24,0,0,0,0,0,0,0.0,0,0,0,1,0.2,0,0
ACC-00126,SMB,Annual,Starter,17,80.47,1,0,8,Renewal Pending,0,negative,0,23,58.5,-11.3,32.2,12,0,3,2,0,0,2,2,5.8,2.4,0.4,-1,0,0,0,0,0,0.0,51.9,0.3,0,1,5,1,2,1,10.5,81,1,0,1,0.11,1,0
ACC-00127,Mid-Market,Custom,Business,10,656.42,5,1,94,Active,0,neutral,0,35,91.4,29.1,68.1,19,24,2,4,1,0,9,1,6.4,3.8,-0.03,-0.29,1,1,1,1,0,0.0,73.5,-0.17,0,0,5,0,2,0,7.9,62,0,1,0,-0.62,0,0
ACC-00128,Mid-Market,Annual,Business,33,513.59,3,30,119,Active,1,neutral,0,26,62.7,-5.1,47.7,19,23,2,1,1,1,6,0,1.9,4.3,0.3,0.1,1,1,0,1,0,0.0,68.3,-0.0,0,0,6,0,1,0,1.7,31,0,0,1,-0.02,0,0
ACC-00129,SMB,Custom,Starter,4,126.6,1,0,87,Active,0,neutral,0,25,51.7,-4.6,56.5,10,22,0,0,1,0,1,1,5.2,4.2,0.41,0.71,3,1,0,1,1,25.7,67.1,0.56,0,0,4,0,1,0,5.4,38,0,0,1,0.02,0,0
ACC-00130,SMB,Annual,Starter,18,69.84,1,0,77,Active,0,negative,0,17,30.9,-19.6,33.6,7,37,1,1,1,0,4,2,5.9,3.9,0.45,0.33,2,1,0,2,1,0,54.6,0.46,0,1,0,0,0,0,0.0,0,0,0,1,0.3,0,0
ACC-00131,SMB,Annual,Pro,4,463.48,2,8,57,Grace Period,0,negative,1,37,69.3,-40.4,43.8,10,19,3,0,0,0,2,2,5.1,4.3,0.79,0.48,5,3,1,0,2,45.6,40.7,0.43,0,0,1,0,0,0,3.1,0,0,0,1,0.38,0,0
ACC-00132,Mid-Market,Custom,Business,12,574.22,3,8,2,Renewal Pending,1,neutral,0,39,64.5,27.6,25.8,10,16,7,0,0,0,2,0,3.0,4.5,0.86,0.97,3,3,1,0,1,48.1,73.4,0.46,0,0,3,1,1,0,4.2,42,0,0,1,-0.07,0,0
ACC-00133,Mid-Market,Monthly,Enterprise,6,1387.04,3,48,99,Active,0,neutral,0,28,46.2,-10.1,33.2,6,25,1,3,0,0,2,1,6.5,4.3,0.83,-0.68,2,1,0,0,0,0.0,88.0,0.36,1,0,3,0,1,0,7.8,25,0,0,1,-0.78,0,0
ACC-00134,Mid-Market,Monthly,Pro,45,672.03,3,11,146,Active,1,neutral,0,54,80.7,6.0,84.7,26,6,4,1,1,0,9,0,5.2,4.1,-0.1,-0.03,5,2,0,0,2,72.9,51.1,0.32,0,0,2,1,1,0,6.5,40,0,0,1,0.49,0,0
ACC-00135,Enterprise,Annual,Enterprise,25,25000,5,78,33,Renewal Pending,0,neutral,0,36,61.5,-28.5,54.5,16,28,4,2,1,0,1,0,5.3,4.5,0.34,-0.54,2,1,0,1,0,0.0,69.0,0.88,0,0,0,0,0,0,0.0,0,0,0,1,0.26,0,0
ACC-00136,Enterprise,Annual,Pro,43,2180.04,2,0,202,Active,1,neutral,0,14,2.4,-45.9,1.7,9,29,3,5,0,0,1,0,2.5,4.6,1,0.38,0,0,0,0,0,0.0,57.0,0.26,0,0,2,0,0,0,5.5,0,1,0,1,0.89,0,0
ACC-00137,Mid-Market,Annual,Business,34,858.96,2,21,55,Active,1,neutral,0,38,58.1,-32.2,69.8,12,10,3,1,0,0,0,0,0.6,3.4,0.47,0.52,1,1,1,0,0,0.0,70.4,0.83,1,0,1,0,0,0,3.8,0,0,0,1,0.12,0,0
ACC-00138,Mid-Market,Annual,Business,54,982.74,4,0,141,Active,0,neutral,0,29,83.1,-7.7,57.3,13,14,5,3,0,0,2,1,1.1,4.3,0.62,0.46,3,1,0,2,1,32.1,39.6,0.58,0,0,1,1,0,0,10.7,0,1,0,1,0.5,0,0
ACC-00139,SMB,Annual,Pro,14,154.94,1,0,94,Active,0,neutral,0,57,74.1,20.2,93.3,21,0,0,1,0,0,4,0,4.2,4.4,0.43,-0.29,2,2,1,0,1,30.3,51.9,0.36,0,0,2,1,1,0,14.1,65,1,1,0,-0.46,0,0
ACC-00140,Mid-Market,Custom,Starter,16,1037.18,2,1,74,Active,1,neutral,0,44,91.0,39.2,38.3,20,3,5,2,1,1,2,1,2.8,4.4,0.13,0.71,2,0,0,0,1,74.5,44.0,0.17,0,0,2,0,0,0,2.6,0,0,0,1,-0.28,0,0
ACC-00141,Enterprise,Annual,Business,9,2380.36,3,13,147,Active,1,neutral,0,42,65.2,-21.9,52.9,21,27,8,3,1,1,7,0,2.4,4.2,0.42,-0.02,1,1,0,0,0,0.0,94.4,1,0,0,3,0,1,0,4.7,44,0,0,0,-0.47,0,0
ACC-00142,SMB,Annual,Pro,30,271.1,1,6,81,Active,0,negative,0,15,17.9,-10.9,26.0,9,32,4,0,0,0,4,0,3.7,4.4,0.1,0.22,5,2,0,0,1,35.1,87.0,0.12,0,0,1,1,0,0,0.9,0,0,1,1,0.45,1,0
ACC-00143,Mid-Market,Monthly,Pro,34,846.84,2,3,115,Active,0,positive,0,50,86.1,16.2,49.9,18,11,2,1,1,0,5,3,5.5,3.6,0.66,-0.66,5,1,0,1,1,46.8,72.6,0.25,0,1,4,0,1,0,11.5,49,0,0,1,-0.39,0,0
ACC-00144,SMB,Monthly,Starter,18,158.99,2,2,29,Grace Period,0,neutral,1,38,90.1,24.7,86.0,20,0,5,2,0,1,2,0,3.3,4.8,0.33,-0.49,2,1,0,1,1,59.6,70.0,0.58,1,0,2,0,0,0,0.5,0,0,1,1,0.07,0,0
ACC-00145,SMB,Monthly,Pro,10,206.73,1,6,53,Grace Period,0,neutral,1,33,71.0,7.4,62.8,8,21,2,1,0,0,0,0,0.2,4.2,0.36,0.35,4,4,2,1,1,18.8,52.5,-0.02,0,0,2,0,0,0,12.5,0,0,0,0,0.45,0,0
ACC-00146,SMB,Annual,Starter,21,87.85,1,0,28,Renewal Pending,1,neutral,0,39,77.3,-41.2,57.6,13,9,3,2,0,1,0,0,4.4,4.1,0.3,-0.39,3,0,1,0,0,0.0,69.7,0.92,0,0,5,2,1,0,11.6,47,2,0,1,-0.1,1,0
ACC-00147,Mid-Market,Monthly,Pro,24,901.9,1,4,17,Grace Period,0,negative,1,40,59.5,43.7,57.3,9,13,5,2,0,1,7,1,5.9,3.9,0.19,0.83,3,1,1,0,1,59.7,62.0,0.77,0,0,2,0,1,0,7.5,6,0,0,1,0.33,1,0
ACC-00148,SMB,Annual,Starter,15,143.77,1,0,10,Renewal Pending,1,neutral,0,32,69.8,-7.7,61.5,13,11,0,5,0,1,3,1,2.6,4.0,0.11,-0.44,3,1,2,1,1,18.7,78.9,0.75,0,0,3,1,1,0,17.8,32,1,0,1,0.26,0,0
ACC-00149,Mid-Market,Monthly,Pro,3,1350.16,2,0,24,Renewal Pending,1,positive,0,49,81.5,50.7,57.0,18,14,6,0,1,1,1,0,1.6,4.9,0.59,-0.12,0,0,0,0,0,0.0,97.4,0.82,0,0,4,0,1,0,0.5,29,1,0,1,0.36,0,0
ACC-00150,Mid-Market,Annual,Business,21,707.01,1,8,140,Active,1,negative,0,19,55.4,-45.9,29.2,10,18,3,0,1,0,1,0,5.9,4.2,0.67,0.35,3,2,0,1,1,5.1,56.1,-0.17,0,0,1,1,0,0,11.8,0,1,0,1,0.06,0,0
ACC-00151,Mid-Market,Annual,Pro,54,450.31,2,0,37,Renewal Pending,1,negative,0,16,25.0,-53.5,41.2,3,36,4,5,1,1,4,0,7.5,3.9,0.21,0.09,1,1,0,0,0,0.0,70.2,0.35,0,1,5,1,2,0,5.0,72,1,0,1,-0.38,0,1
ACC-00152,Enterprise,Annual,Business,43,3058.67,2,9,130,Active,0,positive,0,51,79.4,28.6,67.8,20,8,4,2,1,0,6,0,0.2,4.8,0.58,0.45,5,5,3,1,3,115.5,60.5,0.22,0,1,1,0,0,0,1.7,0,0,0,1,0.69,0,0
ACC-00153,SMB,Annual,Pro,21,103.83,3,3,76,Active,1,neutral,0,31,64.9,23.5,90.7,13,6,2,1,1,1,6,0,9.2,3.9,0.46,0.26,2,1,0,0,0,0.0,89.3,0.41,0,0,1,1,0,0,6.6,0,0,0,1,0.38,1,0
ACC-00154,Enterprise,Annual,Enterprise,37,2492.21,6,23,7,Renewal Pending,1,negative,0,37,87.6,-19.8,69.3,22,26,6,2,1,1,3,1,6.3,3.5,-0.1,0.2,5,3,1,0,2,46.4,31.9,0.26,0,0,6,1,2,1,14.4,92,0,0,1,0.01,0,0
ACC-00155,SMB,Monthly,Enterprise,6,123.95,6,0,5,Renewal Pending,0,negative,0,31,45.7,29.8,41.2,9,18,4,2,1,1,6,2,5.6,3.5,0.73,-0.17,5,1,4,0,2,104.4,63.1,0.27,1,0,2,1,1,0,5.1,18,2,1,1,-0.03,1,0
ACC-00156,Enterprise,Custom,Business,30,1578.67,3,2,79,Active,1,neutral,0,42,72.0,36.2,88.3,21,2,7,4,1,0,5,0,4.0,3.6,0.35,0.38,2,1,0,0,1,54.2,35.0,0.43,0,0,6,1,2,0,6.1,47,1,0,1,-0.43,0,0
ACC-00157,Mid-Market,Custom,Starter,54,1136.8,1,3,19,Renewal Pending,1,negative,0,23,22.0,-30.9,7.5,13,37,9,3,1,1,4,1,3.4,4.1,0.42,0.19,1,1,1,1,0,0.0,59.1,0.06,0,1,3,0,1,0,8.5,17,0,0,1,0.12,0,0
ACC-00158,Mid-Market,Annual,Starter,35,729.71,2,0,13,Grace Period,1,negative,1,20,38.4,-17.8,18.2,4,29,5,1,0,0,2,0,6.9,4.1,0.49,-0.06,1,1,0,1,0,0.0,68.6,0.47,0,0,1,0,0,0,8.2,0,1,0,1,0.04,0,0
ACC-00159,SMB,Monthly,Business,12,271.11,3,30,88,Active,1,negative,0,26,58.8,-51.1,44.2,21,26,2,1,1,0,3,1,5.5,3.4,0.19,0.2,1,0,1,1,0,0.0,63.3,0.71,1,0,3,1,1,0,9.1,53,0,0,0,-0.03,0,1
ACC-00160,Mid-Market,Annual,Pro,46,760.17,2,8,160,Active,1,positive,0,36,67.2,-21.3,73.4,10,13,3,1,0,1,2,2,6.2,4.5,0.77,-0.34,3,3,0,0,0,0.0,92.7,0.99,0,0,2,0,0,0,0.5,0,0,0,1,0.25,0,0
ACC-00161,SMB,Annual,Pro,17,62.19,1,5,19,Renewal Pending,1,negative,0,37,52.8,15.7,52.6,14,12,0,1,0,1,5,2,11.0,3.3,0.59,-0.35,3,1,3,0,1,61.2,53.5,-0.06,0,0,6,0,3,1,2.7,106,2,0,0,-0.28,0,0
ACC-00162,SMB,Annual,Pro,19,74.63,3,4,131,Active,0,neutral,0,35,36.4,-20.8,63.4,15,12,2,0,0,0,3,0,0.2,4.0,0.33,0.27,3,0,1,0,0,0.0,61.2,0.17,0,0,2,1,1,0,1.7,42,0,0,0,-0.16,0,0
ACC-00163,SMB,Monthly,Pro,10,321.35,2,3,5,Renewal Pending,0,neutral,0,28,42.9,-31.5,28.1,6,27,2,0,1,1,6,1,1.4,4.2,1,0.48,2,1,2,0,0,0.0,80.1,0.37,0,1,3,1,1,0,4.5,26,0,0,1,-0.07,0,0
ACC-00164,SMB,Monthly,Business,19,360.56,4,0,58,Active,1,neutral,0,57,88.4,30.5,59.6,26,18,3,0,0,0,1,0,4.0,4.9,0.54,0.34,5,2,3,0,2,61.3,81.4,0.59,0,1,3,0,1,0,2.9,32,1,0,0,-0.48,0,0
ACC-00165,SMB,Monthly,Pro,17,186.77,2,11,103,Grace Period,1,neutral,1,47,88.3,17.5,76.7,21,7,4,0,0,0,1,0,0.2,4.4,0.1,-0.01,2,2,0,0,0,0.0,90.1,0.79,0,0,2,0,0,0,6.6,0,0,0,1,-0.16,0,0
ACC-00166,SMB,Monthly,Starter,15,191.0,2,0,63,Active,0,neutral,0,38,43.0,43.9,61.4,15,17,2,0,1,0,2,1,4.7,3.9,-0.08,-0.04,1,0,0,0,0,0.0,93.4,0.82,0,0,0,0,0,0,0.0,0,0,0,1,0.19,0,0
ACC-00167,Mid-Market,Annual,Pro,29,1085.01,3,10,33,Renewal Pending,1,negative,0,4,0,-29.7,23.8,5,40,1,0,1,1,3,1,5.3,3.5,-0.18,-0.08,2,0,2,0,0,0.0,77.1,0.52,0,1,1,0,0,0,2.8,0,0,0,1,-0.67,1,0
ACC-00168,Mid-Market,Annual,Pro,18,611.92,3,6,100,Active,0,negative,0,5,1.2,-33.3,0,2,49,2,1,0,1,4,0,3.6,4.4,0.35,0.75,2,2,0,1,1,42.9,69.1,0.46,0,1,3,0,1,0,5.0,40,0,0,1,-0.09,0,1
ACC-00169,SMB,Monthly,Pro,13,295.86,4,0,57,Active,0,negative,0,50,68.4,0.9,65.2,17,33,0,0,0,0,2,1,6.5,4.1,0.44,0.33,2,1,0,1,1,66.6,38.9,0.21,0,0,2,0,1,0,9.7,32,0,0,0,-0.33,0,0
ACC-00170,Mid-Market,Annual,Pro,2,1334.08,2,5,253,Active,1,positive,0,40,77.6,46.3,58.1,18,3,1,0,0,0,5,0,3.5,4.3,0.77,0.47,3,2,1,0,1,58.9,76.9,0.49,0,0,2,0,1,0,7.2,32,1,0,1,0.12,0,0
ACC-00171,Mid-Market,Annual,Business,2,783.62,1,1,53,Active,0,negative,0,40,58.7,-9.6,43.6,14,25,0,3,0,0,3,1,2.9,4.2,0.15,0.54,2,1,0,1,1,16.8,35.3,0.5,1,1,2,0,1,0,0.5,43,0,0,1,-0.07,0,1
ACC-00172,SMB,Annual,Pro,20,336.89,4,5,141,Active,1,neutral,0,36,72.0,8.1,60.2,25,31,3,1,0,0,3,0,4.5,4.3,0.52,0.36,3,2,0,0,2,79.9,57.7,-0.47,0,0,1,0,0,0,6.3,0,1,0,1,0.16,0,0
ACC-00173,SMB,Monthly,Pro,12,232.35,3,2,10,Grace Period,0,negative,1,34,74.4,17.6,61.7,14,17,1,3,0,0,4,1,1.8,3.9,-0.01,0.22,7,4,0,2,4,122.5,28.8,0.05,0,0,3,0,1,0,6.1,38,2,0,1,0.59,0,0
ACC-00174,SMB,Annual,Starter,18,222.33,1,0,7,Renewal Pending,0,negative,0,35,64.3,-7.3,46.0,13,13,7,1,0,0,8,0,4.5,5.0,0.17,0.16,4,1,0,1,2,68.9,27.7,-0.28,0,1,2,0,1,0,0.8,40,0,0,1,0.03,0,1
ACC-00175,Mid-Market,Annual,Pro,12,3654.43,3,12,32,Renewal Pending,1,negative,0,20,40.0,6.7,12.2,5,20,6,3,1,0,8,0,3.5,5.0,-0.37,0.05,10,4,1,2,6,135.0,22.9,-0.12,0,1,0,0,0,0,0.0,0,0,0,1,0.22,0,0
ACC-00176,SMB,Monthly,Pro,4,79.84,1,7,30,Renewal Pending,1,negative,0,14,26.3,-34.5,0,5,44,4,0,0,0,1,0,2.5,4.5,1,0.61,3,0,0,0,1,27.4,56.5,0.17,0,1,1,0,0,0,0.5,0,0,0,1,-0.23,0,1
ACC-00177,Mid-Market,Annual,Business,7,928.99,4,20,1,Renewal Pending,1,neutral,0,70,68.6,1.9,77.4,18,0,3,3,1,1,1,1,6.7,4.2,0.77,0.09,8,1,1,1,2,76.2,82.8,0.75,0,1,4,2,2,1,17.1,116,0,0,0,-0.27,0,0
ACC-00178,Enterprise,Custom,Enterprise,49,3292.45,7,46,111,Active,1,positive,0,50,86.0,7.4,79.3,23,21,3,3,0,1,1,1,2.2,4.3,0.24,0.43,2,1,0,1,0,0.0,53.1,0.54,0,1,3,1,1,0,1.5,39,0,0,1,0.14,0,0
ACC-00179,Mid-Market,Annual,Business,31,511.09,3,0,10,Renewal Pending,0,negative,0,33,49.3,-1.7,51.1,9,23,3,3,0,0,4,0,4.7,4.1,0.98,-0.09,0,0,0,0,0,0.0,50.6,0.71,1,0,2,1,1,0,7.0,22,1,0,0,-0.4,0,1
ACC-00180,SMB,Annual,Business,24,128.24,4,8,38,Renewal Pending,1,negative,0,20,37.2,-46.1,38.5,11,45,1,1,0,0,1,0,2.5,4.8,0.26,0.17,6,3,2,1,2,48.0,63.4,0.37,1,1,1,1,0,0,5.3,0,0,0,1,0.31,0,1
